epoch,train_loss,valid_loss,acc
0,62.249237060546875,67.47969818115234,0.0
100,6.682782173156738,6.640612602233887,0.0
200,6.462975978851318,6.4803786277771,0.00032472698578669984
300,6.390748500823975,6.3810529708862305,0.0
400,6.081118583679199,6.227588176727295,0.0012989079431467993
500,5.691161155700684,5.76824426651001,0.011365444502534494
600,5.113540172576904,5.170198917388916,0.1422304197745745
700,4.383014678955078,4.694814682006836,0.6841997590525766
800,3.6702322959899902,3.670409679412842,5.05470026075577
900,2.9890246391296387,2.9304137229919434,10.827047160100147
1000,2.2625765800476074,2.6605868339538574,15.671973788037707
1100,1.881131887435913,2.16605544090271,24.258080019223836
1200,1.636067271232605,1.8422605991363525,29.900211397267746
1300,1.426377296447754,1.6263526678085327,35.64008559803346
1400,1.1178674697875977,1.258378505706787,44.57462388496871
1500,1.1533039808273315,1.2410577535629272,45.66538183022624
1600,0.930783748626709,1.0801517963409424,50.70774246552211
1700,0.8809863328933716,0.964379072189331,54.65966988254625
1800,0.8439213633537292,0.8373043537139893,58.68303723644346
1900,0.7594019770622253,0.7741343975067139,59.723787225889836
2000,0.6876053810119629,0.7289572954177856,61.79392176028004
2100,0.6782416105270386,0.7510060667991638,60.320635425765786
2200,0.6434506177902222,0.7918089628219604,57.60981454841841
2300,0.5302630662918091,0.5739234685897827,68.28683784108512
2400,0.4571603238582611,0.509438157081604,71.52339170842114
2500,0.46704810857772827,0.4697815179824829,72.28747430597726
2600,0.3376391530036926,0.43162500858306885,74.60959698133794
2700,0.42330074310302734,0.4314250349998474,74.53620868255014
2800,0.35059046745300293,0.4080522358417511,75.80296865410406
2900,0.3499893546104431,0.378639280796051,76.78072160830781
3000,0.31365859508514404,0.3708023726940155,77.11876240051177
3100,0.35656070709228516,0.37630435824394226,76.30109985030086
3200,0.34420228004455566,0.33744972944259644,78.65504577026866
3300,0.27766120433807373,0.3811873495578766,76.17283269091511
3400,0.3016986548900604,0.3169150948524475,79.69254848985715
3500,0.25154608488082886,0.3534652590751648,77.79549343889126
3600,0.2938026785850525,0.31186071038246155,79.57629622894551
3700,0.24130216240882874,0.2885855734348297,80.88689434358064
3800,0.28911933302879333,0.3159419000148773,79.77795168711906
3900,0.3220370411872864,0.30271801352500916,80.94274738513595
4000,0.2816411256790161,0.3006264567375183,79.96337079600326
4100,0.22751139104366302,0.28653576970100403,81.44315167023325
4200,0.2644902467727661,0.28404322266578674,81.5103701562911
4300,0.24220743775367737,0.2941632866859436,80.25757344512601
4400,0.2302195280790329,0.30826693773269653,79.2395543446847
4500,0.21288149058818817,0.26818329095840454,81.90036726622093
4600,0.27785801887512207,0.2666700780391693,81.8399680468646
4700,0.20769146084785461,0.264475554227829,81.99648645401379
4800,0.20641610026359558,0.24533599615097046,82.92001000159117
4900,0.20133356750011444,0.22218920290470123,84.11500530928622
5000,0.21666668355464935,0.2398771494626999,83.0635393293089
5100,0.14274871349334717,0.2029799371957779,85.50516153543907
5200,0.19132471084594727,0.24633736908435822,82.71283418465924
5300,0.19536583125591278,0.21715252101421356,84.24587028455825
5400,0.18183249235153198,0.22074933350086212,84.40401232663638
5500,0.14927436411380768,0.20358774065971375,85.07294991735698
5600,0.16544368863105774,0.19745910167694092,85.08561426980266
5700,0.1651446521282196,0.2034682333469391,85.42560342392133
5800,0.14992894232273102,0.19858141243457794,85.24927667063916
5900,0.16332155466079712,0.19535908102989197,85.79839000360448
6000,0.2017376720905304,0.21617275476455688,84.59137979743531
6100,0.15802322328090668,0.1908651739358902,85.8123532639933
6200,0.14921192824840546,0.21685148775577545,84.139684560206
6300,0.15828312933444977,0.19373871386051178,85.66427775847455
6400,0.14088518917560577,0.18207618594169617,86.32314881263578
6500,0.15375180542469025,0.17692311108112335,86.65534451909556
6600,0.17521387338638306,0.19099611043930054,85.91204444862981
6700,0.13024082779884338,0.18122877180576324,86.31145864114745
6800,0.12956266105175018,0.17418073117733002,86.65631870005292
6900,0.127813458442688,0.18330249190330505,86.47187377212609
7000,0.16078296303749084,0.18198378384113312,86.37835240021951
7100,0.10854017734527588,0.16532643139362335,87.46488889466181
7200,0.11646153777837753,0.17764155566692352,86.72938227185494
7300,0.13204750418663025,0.17086665332317352,87.11548265795533
7400,0.1462753713130951,0.17444363236427307,86.89336939967723
7500,0.14116543531417847,0.16532330214977264,87.406762764206
7600,0.19186657667160034,0.1710994839668274,86.92649155222747
